borough,address,zonedist1,zonedist2,bldgclass,landuse,numfloors,unitsres,unitstotal,assesstot,yearbuilt,builtfar,residfar,commfar,BBL,latitude,longitude
BK,656 DEAN STREET,M1-1,,C2,2.0,3.0,6,6,715500.0,1931.0,1.23,0.0,1.0,3011370044,40.6800842,-73.9686621
BK,658 DEAN STREET,M1-1,,B1,1.0,3.0,2,2,123180.0,1931.0,0.77,0.0,1.0,3011370045,40.6800705,-73.9685936
BK,633 BERGEN STREET,M1-1,R7A,G9,7.0,2.0,1,2,169200.0,1930.0,2.0,0.0,1.0,3011370059,40.6797659,-73.9686839
BK,631 BERGEN STREET,M1-1,,F5,6.0,1.0,0,1,684900.0,1930.0,1.0,0.0,1.0,3011370060,40.6798071,-73.9688677
BK,623 BERGEN STREET,M1-1,,K2,5.0,2.0,1,2,500850.0,1930.0,1.96,0.0,1.0,3011370064,40.6798483,-73.9690552
BK,621 BERGEN STREET,M1-1,,F5,6.0,4.0,0,5,821250.0,1910.0,4.0,0.0,1.0,3011370065,40.6798977,-73.9691273
BK,617 BERGEN STREET,M1-1,,E9,6.0,1.0,0,1,129600.0,1910.0,0.44,0.0,1.0,3011370067,40.679917,-73.9692823
BK,611 BERGEN STREET,M1-1,,K4,4.0,2.0,0,1,679050.0,1930.0,1.82,0.0,1.0,3011370069,40.6799472,-73.969531
BK,607 BERGEN STREET,M1-1,,F5,6.0,2.0,0,1,271800.0,1930.0,1.26,0.0,1.0,3011370071,40.679983,-73.9697077
BK,603 BERGEN STREET,M1-1,,F9,6.0,2.0,0,1,1381950.0,1930.0,1.82,0.0,1.0,3011370073,40.6800187,-73.9698843
BX,165 EAST BURNSIDE AVENUE,C4-4D,R8,K1,5.0,1.0,0,8,1002600.0,1989.0,1.0,6.02,3.4,2031600001,40.8529921,-73.9042779
BX,CLEMENTINE STREET,M3-1,,V1,11.0,,0,0,75600.0,0.0,0.0,0.0,2.0,2049530139,40.886748,-73.8276299
BK,COOK STREET,M1-2,,Z9,,,0,0,34299.0,0.0,0.0,0.0,2.0,3031240003,40.7031887,-73.9338184
QN,97-11 ROCKAWAY BOULEVARD,M1-1,R6B,V1,11.0,,0,0,69300.0,1977.0,0.0,0.0,1.0,4091690045,40.6804536,-73.8410777
MN,205 CHRYSTIE STREET,C6-3A,,C7,4.0,5.0,13,14,1332000.0,1900.0,5.98,7.52,6.0,1004260025,40.7223851,-73.9919585
MN,86A NASSAU STREET,C5-5,,K2,5.0,2.0,0,2,355950.0,1940.0,1.89,10.0,15.0,1000780041,40.7099733,-74.0078019
QN,25-39 31 STREET,C4-3,,B3,1.0,2.0,2,2,70080.0,1910.0,1.47,2.43,3.4,4006200020,40.769396,-73.9184995
QN,159-13 HILLSIDE AVENUE,C4-4D,,S2,4.0,2.0,2,3,52380.0,1914.0,1.45,6.02,3.4,4097690091,40.7080994,-73.8023603
QN,87-84 165 STREET,C4-4D,,D1,3.0,6.0,55,55,2531700.0,1937.0,4.36,6.02,3.4,4098140116,40.7086229,-73.7972189
MN,98 SUFFOLK STREET,C6-2A,R7A,C6,2.0,5.0,20,20,967050.0,1920.0,3.76,6.02,6.0,1003480002,40.7183964,-73.9861185
MN,136 DELANCEY STREET,C6-2A,,O5,5.0,2.0,0,1,687600.0,1940.0,3.84,6.02,6.0,1003530080,40.7185035,-73.9869771
MN,134 DELANCEY STREET,C6-2A,,O5,5.0,2.0,0,1,529650.0,1900.0,4.01,6.02,6.0,1003530082,40.7184953,-73.9870781
MN,134 DELANCEY STREET,C6-2A,,K2,5.0,2.0,0,2,793350.0,1910.0,1.99,6.02,6.0,1003530083,40.7185228,-73.9871683
MN,50 NORFOLK STREET,R9-1,,D1,3.0,14.0,156,156,8456850.0,1982.0,7.08,9.0,0.0,1003460001,40.7167113,-73.9879154
MN,151 EAST HOUSTON STREET,C6-2A,,HB,5.0,6.0,0,1,2826450.0,1900.0,6.67,6.02,6.0,1004170011,40.7228707,-73.9894042
MN,246 ELDRIDGE STREET,C6-2A,,S1,4.0,3.0,1,2,297900.0,1930.0,1.94,6.02,6.0,1004170010,40.7227087,-73.9893682
MN,155 ALLEN STREET,C4-4A,,C3,2.0,3.0,4,4,1317150.0,1910.0,1.63,4.0,4.0,1004160028,40.7209906,-73.9898988
MN,54 RIVINGTON STREET,C4-4A,,C4,2.0,4.0,6,8,2611800.0,1900.0,3.75,4.0,4.0,1004160039,40.7208891,-73.9904255
MN,66 RIVINGTON STREET,C4-4A,,C7,4.0,6.0,20,24,2010150.0,1900.0,4.92,4.0,4.0,1004160032,40.7207353,-73.9899457
MN,257 BOWERY,C6-1,,P7,8.0,8.0,0,2,3142800.0,2009.0,8.08,3.44,6.0,1004270007,40.7231482,-73.9925645
MN,261 BOWERY,C6-1,,S2,4.0,3.0,2,3,237300.0,1910.0,2.0,3.44,6.0,1004270009,40.7232744,-73.992514
MN,223 BOWERY,C6-1,,H3,5.0,14.0,0,1,17302050.0,1910.0,7.42,3.44,6.0,1004260005,40.7218856,-73.9929074
MN,15 STANTON STREET,C6-1,C6-3A,C7,4.0,5.0,13,14,997200.0,1900.0,3.79,3.44,6.0,1004260023,40.7223686,-73.9922796
MN,17 STANTON STREET,C6-3A,,C7,4.0,4.5,7,8,2337750.0,2000.0,4.03,7.52,6.0,1004260024,40.7224043,-73.9921497
MN,203 CHRYSTIE STREET,C6-3A,,C7,4.0,5.0,20,22,1574550.0,1900.0,4.1,7.52,6.0,1004260026,40.7223192,-73.9919946
MN,16 RIVINGTON STREET,C6-3A,,K1,5.0,1.0,0,1,904950.0,1994.0,1.22,7.52,6.0,1004260038,40.7214931,-73.9924637
MN,12 RIVINGTON STREET,C6-1,C6-3A,S1,4.0,3.0,1,2,376740.0,1990.0,3.5,3.44,6.0,1004260043,40.7217483,-73.9926332
MN,319 BOWERY,C6-1,,S3,4.0,5.0,3,4,2056950.0,1920.0,3.66,3.44,6.0,1004570008,40.7253082,-73.9918102
MN,29 2 AVENUE,C6-2A,,S3,4.0,5.0,3,4,2087550.0,1900.0,2.63,6.02,6.0,1004570032,40.7246988,-73.9908759
MN,23 2 AVENUE,C6-2A,,K4,4.0,2.0,0,2,876150.0,1920.0,2.0,6.02,6.0,1004570033,40.7246028,-73.99093
MN,661 BROADWAY,C6-2,,O6,5.0,12.0,0,42,21654000.0,1912.0,10.67,6.02,6.0,1005320015,40.7273999,-73.9957102
MN,77 BLEECKER STREET,C6-2,,D0,3.0,5.0,243,251,31234950.0,1930.0,6.35,6.02,6.0,1005320020,40.7271255,-73.9959375
MN,28 EAST 4 STREET,M1-5/R9A,,D4,3.0,8.0,14,15,4747050.0,1902.0,7.4,7.52,5.0,1005310027,40.7273394,-73.9925352
MN,298 MULBERRY STREET,C6-3,C6-2,D9,3.0,12.0,96,99,24111450.0,1986.0,6.19,7.52,6.0,1005210001,40.725097,-73.9944187
MN,308 MOTT STREET,C6-2,,C6,2.0,7.0,40,40,2811600.0,1901.0,4.81,6.02,6.0,1005210030,40.7251272,-73.9937801
MN,302 MOTT STREET,C6-3,,C7,4.0,6.0,43,45,3779100.0,1905.0,4.05,7.52,6.0,1005210026,40.7248802,-73.9938487
MN,294 BOWERY,C6-1,,K4,4.0,4.0,0,2,2880450.0,1910.0,3.61,3.44,6.0,1005210084,40.7245041,-73.992871
MN,333 LAFAYETTE STREET,M1-5/R9A,,K2,5.0,2.0,0,2,917550.0,1926.0,1.4,7.52,5.0,1005220036,40.7256405,-73.9946893
MN,53 BOND STREET,M1-5/R7X,,K2,5.0,2.0,0,4,1280250.0,1950.0,2.0,5.0,5.0,1005290035,40.72572,-73.9927158
MN,41 WEST 58 STREET,R10H,C5-1,D6,4.0,11.0,316,325,40297950.0,1948.0,10.52,10.0,0.0,1012740006,40.764995,-73.9757338
MN,61 WEST 56 STREET,C6-6,,V1,11.0,,0,0,4206150.0,0.0,0.0,10.0,15.0,1012720005,40.7636065,-73.9770014
MN,57 WEST 56 STREET,C5-P,,V1,11.0,,0,0,1260900.0,0.0,0.0,10.0,8.0,1012720007,40.7635598,-73.9768895
MN,60 WEST 57 STREET,C5-3,C6-6,D6,4.0,20.0,242,250,39069000.0,1963.0,15.56,10.0,15.0,1012720001,40.763837,-73.9771384
MN,52 WEST 57 STREET,C5-3,,S9,4.0,5.0,6,10,4110750.0,1930.0,3.83,10.0,15.0,1012720068,40.763815,-73.9767053
MN,37 WEST 57 STREET,C5-3,,V1,11.0,,0,0,2943000.0,0.0,0.0,10.0,15.0,1012730012,40.764103,-73.9759471
MN,56 WEST 57 STREET,C5-3,,V1,11.0,,0,0,2296350.0,0.0,0.0,10.0,15.0,1012720070,40.7638782,-73.9768569
MN,1400 AVENUE OF THE AMER,C5-3,C5-1,O6,5.0,18.0,0,93,25381800.0,1928.0,14.46,10.0,15.0,1012730001,40.764471,-73.9767123
MN,50 WEST 58 STREET,C5-2.5,,V1,11.0,,0,0,4980600.0,0.0,0.0,10.0,12.0,1012730065,40.7644297,-73.975947
MN,9 WEST 57 STREET,C5-2.5,C5-3,O4,5.0,49.0,0,31,510335550.0,1971.0,27.37,10.0,12.0,1012730022,40.763886,-73.9749905
MN,625 MADISON AVENUE,C5-3,C5-2.5,V1,11.0,,0,0,35867700.0,0.0,0.0,10.0,15.0,1012940046,40.7631221,-73.9712221
MN,9 EAST 56 STREET,C5-2.5,,K2,5.0,8.0,0,1,8973450.0,1996.0,5.38,10.0,12.0,1012920008,40.7621345,-73.9735184
MN,450 PARK AVENUE,C5-3,,O4,5.0,32.0,0,62,85360500.0,1972.0,22.2,10.0,15.0,1012920037,40.7614945,-73.9713275
MN,601 MADISON AVENUE,C5-3,,K2,5.0,6.0,0,1,16653150.0,1930.0,5.38,10.0,15.0,1012930052,40.7625349,-73.9718216
MN,32 EAST 57 STREET,C5-3,,O4,5.0,22.0,0,19,16384950.0,1930.0,15.44,10.0,15.0,1012920048,40.7618707,-73.9720998
MN,575 MADISON AVENUE,C5-3,,O4,5.0,25.0,0,31,77503050.0,1950.0,19.91,10.0,15.0,1012920052,40.7617692,-73.9723598
MN,8 EAST 57 STREET,C5-3,,K2,5.0,8.0,0,1,10173600.0,1996.0,5.38,10.0,15.0,1012920064,40.762387,-73.9733342
MN,4 EAST 57 STREET,C5-3,,K2,5.0,8.0,0,2,10173600.0,1996.0,5.38,10.0,15.0,1012920066,40.7624584,-73.9735038
MN,590 MADISON AVENUE,C5-3,C5-2.5,O4,5.0,43.0,0,80,226706400.0,1981.0,25.53,10.0,15.0,1012920015,40.7621042,-73.9730419
MN,505 PARK AVENUE,C5-3,,O4,5.0,21.0,0,44,35290350.0,1949.0,20.92,10.0,15.0,1013940001,40.7629377,-73.9692909
MN,770 LEXINGTON AVENUE,C5-2,,O4,5.0,20.0,0,35,29403000.0,1960.0,14.87,10.0,10.0,1013950017,40.7631596,-73.9678685
MN,767 LEXINGTON AVENUE,C5-2,,O5,5.0,6.0,0,44,3666150.0,1931.0,5.92,10.0,10.0,1013950020,40.7629866,-73.9674174
BX,4044A BOSTON ROAD,M1-1,,G2,7.0,1.0,0,1,248400.0,1972.0,0.8,0.0,1.0,2052740003,40.8848383,-73.8299494
MN,535 PARK AVENUE,R10,,D4,3.0,15.0,31,35,10791450.0,1910.0,11.58,10.0,0.0,1013960001,40.7642549,-73.9684203
MN,MADISON AVENUE,R9,,QG,9.0,,0,0,1405800.0,0.0,0.0,7.52,0.0,1016170125,40.7967418,-73.9466625
MN,136 EAST 96 STREET,R10A,,C4,2.0,5.0,10,10,3672450.0,1910.0,3.47,10.0,0.0,1015240058,40.7857458,-73.951391
MN,431 WEST 126 STREET,M1-5/R7-2,,Z9,,,0,0,909.0,0.0,0.0,3.44,5.0,1019670008,40.8129556,-73.9545213
QN,96-05 QUEENS BOULEVARD,C4-2,,K3,5.0,2.0,0,6,59767200.0,1959.0,3.36,2.43,3.4,4020840101,40.7313687,-73.8621289
QN,97-17 64 ROAD,C4-2,,O2,5.0,5.0,1,2,809100.0,1935.0,3.61,2.43,3.4,4020910040,40.7296439,-73.8588889
QN,97-13 64 ROAD,C4-2,,O2,5.0,2.0,0,3,256950.0,1951.0,1.17,2.43,3.4,4020910043,40.7295947,-73.8590549
MN,439 WEST 126 STREET,M1-5/R7-2,,C4,2.0,6.0,14,14,260100.0,1901.0,5.28,3.44,5.0,1019670001,40.8132164,-73.954709
MN,423 WEST 127 STREET,M1-5/R7-2,,O2,5.0,5.0,0,10,3856500.0,1936.0,2.61,3.44,5.0,1019670060,40.8134358,-73.9543115
BX,674 EAST 136 STREET,M1-2,,C7,4.0,5.0,43,49,462600.0,1926.0,4.54,0.0,2.0,2025640005,40.8039554,-73.9153111
BX,1045 LOWELL STREET,M1-1,,C3,2.0,2.0,4,4,317250.0,1930.0,1.38,0.0,1.0,2027570121,40.8261937,-73.8870738
BX,4124 BOSTON ROAD,M2-1,,G2,7.0,1.0,0,1,199350.0,1931.0,0.98,0.0,2.0,2052810007,40.8860307,-73.8270097
BX,2269 HOLLERS AVENUE,M1-1,,S2,4.0,2.0,2,3,43260.0,1910.0,0.67,0.0,1.0,2052750031,40.8842845,-73.8285187
BX,3520 DE LAVALL AVENUE,M1-1,,G2,7.0,1.0,0,1,270900.0,1930.0,0.42,0.0,1.0,2052750039,40.884617,-73.8287385
BX,2227 HOLLERS AVENUE,M1-1,,A2,1.0,1.75,1,1,41820.0,1920.0,0.29,0.0,1.0,2052730029,40.8836175,-73.8303178
BX,3525 CONNER STREET,M1-1,,G2,7.0,1.0,0,1,305100.0,1970.0,0.38,0.0,1.0,2052800040,40.8851345,-73.8279451
BX,3870 BOSTON ROAD,M1-1,,G2,7.0,1.0,0,1,236250.0,1995.0,0.28,0.0,1.0,2052630001,40.8823876,-73.8358106
MN,5 EAST 59 STREET,C5-2.5,,O6,5.0,9.0,0,17,7619400.0,1984.0,7.58,10.0,12.0,1013740005,40.7641873,-73.9722541
MN,26 EAST 60 STREET,C5-2.5,,C7,4.0,5.0,7,8,2298600.0,1910.0,2.99,10.0,12.0,1013740046,40.7637477,-73.9704421
MN,652 MADISON AVENUE,C5-3,,O4,5.0,21.0,0,42,37863450.0,1928.0,19.61,10.0,15.0,1013750016,40.7644807,-73.9711205
MN,653 MADISON AVENUE,C5-3,,O4,5.0,24.0,0,20,50661000.0,1951.0,18.12,10.0,15.0,1013750021,40.7642774,-73.9705321
MN,560 PARK AVENUE,R10,R8B,H5,5.0,7.0,1,5,7396650.0,1916.0,6.11,10.0,0.0,1013770033,40.7651471,-73.9687123
MN,15 ANN STREET,C5-5,,S5,4.0,6.0,5,6,2223450.0,1900.0,5.35,10.0,15.0,1000900024,40.7110053,-74.0078165
MN,47 ANN STREET,C6-4,,D5,3.0,7.0,12,13,2599650.0,1900.0,5.78,10.0,10.0,1000920017,40.7105443,-74.0067055
MN,35 ANN STREET,C5-5,,K2,5.0,2.0,0,1,274500.0,1900.0,0.96,10.0,15.0,1000920023,40.7105936,-74.0071852
MN,26 ANN STREET,C5-5,,H2,5.0,30.0,0,2,26834400.0,2016.0,19.76,10.0,15.0,1000890003,40.7106348,-74.0079643
MN,222 BROADWAY,C5-5,,D4,3.0,31.0,788,790,98695625.0,1961.0,22.86,10.0,15.0,1000890012,40.7108708,-74.00839
MN,1 PARK ROW,C5-5,,D5,3.0,23.0,58,60,14749200.0,2023.0,17.22,10.0,15.0,1000900001,40.7111755,-74.0081231
MN,19 ANN STREET,C5-5,,G9,7.0,5.0,0,1,533700.0,2001.0,3.0,10.0,15.0,1000900022,40.710901,-74.0077227
MN,118 NASSAU STREET,C5-5,,K4,4.0,5.0,2,4,635400.0,1900.0,4.05,10.0,15.0,1000920026,40.7107501,-74.0068606
MN,167 WILLIAM STREET,C6-4,,D5,3.0,10.0,12,13,3517650.0,1908.0,8.93,10.0,10.0,1000920003,40.7102835,-74.0059696
MN,100 GOLD STREET,C6-4,R8,O3,5.0,10.0,0,1,81709650.0,1970.0,6.88,10.0,10.0,1000940025,40.7101025,-74.0032427
QN,49-05 ROOSEVELT AVENUE,C8-1,,K1,5.0,1.0,0,3,591300.0,1928.0,0.82,0.0,1.0,4001380001,40.7434615,-73.9155179
QN,SHORE FRONT PARKWAY,C4-4,,Q1,9.0,2.0,0,1,839250.0,0.0,0.15,3.44,3.4,4158760001,40.5925861,-73.774689
QN,49-17 ROCKAWAY BEACH BLVD,C8-1,,G7,10.0,,0,0,77400.0,0.0,0.0,0.0,1.0,4158570040,40.5928397,-73.7808921
MN,15 JOHN STREET,C5-5,,O6,5.0,9.0,0,9,2128050.0,1903.0,10.6,10.0,15.0,1000790014,40.7101104,-74.0088155
MN,140 FULTON STREET,C5-5,,V1,11.0,,0,0,5295600.0,0.0,0.0,10.0,15.0,1000790027,40.7103218,-74.0084657
MN,85 NASSAU STREET,C5-5,,K4,4.0,5.0,0,1,1957050.0,1910.0,4.41,10.0,15.0,1000790002,40.710127,-74.0081626
MN,15 GOLD STREET,C5-5,,HB,5.0,18.0,0,2,10431900.0,1998.0,15.43,10.0,15.0,1000680028,40.7078873,-74.0071164
MN,13 GOLD STREET,C5-5,,G6,10.0,,0,0,393750.0,0.0,0.0,10.0,15.0,1000680029,40.7077912,-74.0071055
MN,100 WILLIAM STREET,C5-5,,O4,5.0,22.0,0,76,46323000.0,1973.0,20.37,10.0,15.0,1000680036,40.7083457,-74.0071994
MN,135 WILLIAM STREET,C6-4,,D7,4.0,16.0,30,33,7258050.0,1905.0,20.71,10.0,10.0,1000780001,40.7094738,-74.006709
MN,106 FULTON STREET,C6-4,,H8,8.0,15.0,0,3,7549200.0,1900.0,13.26,10.0,10.0,1000780020,40.7096,-74.0070516
MN,120 FULTON STREET,C5-5,,K4,4.0,4.0,4,8,687150.0,1900.0,3.79,10.0,15.0,1000780045,40.7099129,-74.0075711
MN,110 WILLIAM STREET,C6-4,,O4,5.0,31.0,0,46,114777000.0,1956.0,24.25,10.0,10.0,1000770008,40.7087739,-74.006745
MN,16 MAIDEN LANE,C5-5,,S4,4.0,5.0,4,5,1801800.0,1900.0,4.36,10.0,15.0,1000640024,40.7092678,-74.0092699
MN,25 CLIFF STREET,C6-4,,O2,5.0,4.0,0,1,1655550.0,1946.0,3.65,10.0,10.0,1000760008,40.7084144,-74.0054356
MN,38 GOLD STREET,C6-4,,G7,10.0,,0,0,144900.0,1920.0,0.0,10.0,10.0,1000760023,40.708623,-74.0058757
MN,70 FULTON STREET,C6-4,,S9,4.0,3.0,3,7,4073400.0,1900.0,3.1,10.0,10.0,1000760028,40.7088782,-74.0055475
MN,85 JOHN STREET,C6-4,,D7,4.0,14.0,160,163,18292950.0,1926.0,13.14,10.0,10.0,1000770001,40.7085296,-74.0064275
MN,136 WILLIAM STREET,C6-4,,DB,,6.0,10,11,2085750.0,1900.0,4.79,10.0,10.0,1000770018,40.7092405,-74.0064384
MN,26 CLIFF STREET,C6-4,,C0,2.0,4.0,3,3,720900.0,1974.0,3.79,10.0,10.0,1000750043,40.7080439,-74.0051759
MN,55 NASSAU STREET,C5-5,,K4,4.0,4.0,0,6,687150.0,1925.0,4.72,10.0,15.0,1000640004,40.7090619,-74.0090534
MN,215 PEARL STREET,C5-5,,H2,5.0,39.0,0,2,24851700.0,2015.0,23.7,10.0,15.0,1000690001,40.7072176,-74.0063156
MN,160 WATER STREET,C5-5,,D5,3.0,30.0,588,588,82157850.0,1972.0,21.79,10.0,15.0,1000700043,40.7068032,-74.0058791
MN,110 JOHN STREET,C5-5,,D8,3.0,,250,253,33059138.0,2023.0,16.53,10.0,15.0,1000690053,40.7076815,-74.0061894
MN,40 FULTON STREET,C6-4,,O4,5.0,28.0,0,34,20189250.0,1987.0,19.83,10.0,10.0,1000750021,40.7078819,-74.0047539
MN,165 FRONT STREET,C5-3,,G7,10.0,,0,1,443250.0,2021.0,0.0,10.0,15.0,1000720014,40.7059688,-74.004779
MN,164 JOHN STREET,C5-3,,G6,10.0,,0,0,361350.0,0.0,0.0,10.0,15.0,1000720020,40.7061226,-74.004458
MN,151 MAIDEN LANE,C5-3,,H2,5.0,33.0,0,1,21356100.0,2016.0,20.88,10.0,15.0,1000720007,40.7057465,-74.0050711
MN,175 FRONT STREET,C5-3,,G6,10.0,,0,0,1312650.0,0.0,0.0,10.0,15.0,1000720019,40.706139,-74.0046311
MN,156 FRONT STREET,C5-3,,D7,4.0,9.0,63,66,5355000.0,1930.0,5.87,10.0,15.0,1000710001,40.7060758,-74.0055725
MN,135 JOHN STREET,C6-4,,K4,4.0,3.0,0,1,372600.0,1920.0,2.85,10.0,10.0,1000750008,40.7071326,-74.004945
MN,133 JOHN STREET,C6-4,,K2,5.0,2.0,0,1,757350.0,1920.0,1.8,10.0,10.0,1000750009,40.7071738,-74.0049883
MN,49 NASSAU STREET,C5-5,,O5,5.0,5.0,0,5,542700.0,1900.0,4.49,10.0,15.0,1000640007,40.7089521,-74.0092446
MN,14 MAIDEN LANE,C5-5,,D7,4.0,10.0,9,10,4286700.0,1900.0,9.69,10.0,15.0,1000640023,40.709287,-74.0093817
MN,15 MAIDEN LANE,C5-5,,O4,5.0,20.0,0,52,9994950.0,1908.0,13.78,10.0,15.0,1000650007,40.7095889,-74.0090427
MN,122 FULTON STREET,C5-5,,O5,5.0,6.0,0,6,730800.0,1910.0,4.87,10.0,15.0,1000780044,40.7099513,-74.0076468
MN,17 JOHN STREET,C5-5,,HS,5.0,15.0,16,81,15007500.0,1920.0,11.08,10.0,15.0,1000790010,40.7100199,-74.0086676
MN,25 MAIDEN LANE,C5-5,,K2,5.0,2.0,0,9,1207800.0,1965.0,2.99,10.0,15.0,1000650004,40.7092733,-74.0088587
BX,2432 CRESTON AVENUE,C4-4,,K1,5.0,1.0,0,3,271800.0,1930.0,0.96,3.44,3.4,2031650028,40.8613586,-73.8986261
BK,1650 BUSHWICK AVENUE,M1-1,,GW,5.0,2.0,0,1,740700.0,1960.0,0.6,0.0,1.0,3034760030,40.6799346,-73.9024532
BX,1084 HOME STREET,M1-1,,C7,4.0,5.0,57,59,1224900.0,1925.0,3.31,0.0,1.0,2027580029,40.8276098,-73.8869485
BX,1120 LONGFELLOW AVENUE,M1-1,,K1,5.0,1.0,0,3,662400.0,1948.0,0.75,0.0,1.0,2027580001,40.827207,-73.8875996
BX,1142 LONGFELLOW AVENUE,M1-1,,C1,2.0,5.0,26,26,347400.0,1915.0,3.81,0.0,1.0,2027580008,40.8275528,-73.8876243
BX,2532 GRAND CONCOURSE,C4-4,,O7,5.0,4.0,0,1,3581100.0,1971.0,4.0,3.44,3.4,2031540017,40.8634805,-73.8957631
BX,294 EAST KINGSBRIDGE RD,C4-4,,P8,8.0,5.0,0,1,5690700.0,2004.0,4.48,3.44,3.4,2031540083,40.86301,-73.8945311
BX,305 EAST KINGSBRIDGE RD,C4-4,,K2,5.0,2.0,0,5,1929600.0,1927.0,0.86,3.44,3.4,2032930009,40.8626498,-73.8938556
BX,2550 BAINBRIDGE AVENUE,C4-4,,C7,4.0,5.0,20,22,915750.0,1913.0,4.19,3.44,3.4,2032860011,40.8625255,-73.8929628
BX,2482 VALENTINE AVENUE,C4-4,,C1,2.0,5.0,26,26,377550.0,1915.0,3.32,3.44,3.4,2031480010,40.8616223,-73.8957805
BX,1906 GIVAN AVENUE,M1-1,,G2,7.0,1.0,0,1,126000.0,1950.0,0.9,0.0,1.0,2047570004,40.8765071,-73.8387469
MN,7 STANTON STREET,C6-1,,G7,10.0,,0,0,355500.0,0.0,0.0,3.44,6.0,1004260019,40.7225278,-73.992579
QN,91-07 121 STREET,M1-1,,A9,1.0,2.0,1,1,41700.0,1925.0,0.5,0.0,1.0,4093750026,40.6962944,-73.8263733
QN,89-15 121 STREET,M1-1,,A1,1.0,2.5,1,1,41160.0,1925.0,0.4,0.0,1.0,4093750049,40.6975195,-73.8269724
QN,89-45 121 STREET RICHMOND HILL,M1-1,,A1,1.0,2.5,1,1,63660.0,1925.0,0.23,0.0,1.0,4093750034,40.6967257,-73.8265849
QN,89-13 121 STREET,M1-1,,G0,10.0,,0,0,28740.0,1950.0,0.0,0.0,1.0,4093750050,40.6975882,-73.8270082
MN,139 ESSEX STREET,C4-4A,,C7,4.0,5.0,16,18,2247750.0,1900.0,4.07,4.0,4.0,1004110064,40.7203947,-73.9875792
MN,181 ORCHARD STREET,C4-4A,,K1,5.0,1.0,0,2,619650.0,1920.0,0.86,4.0,4.0,1004170064,40.7219429,-73.9885421
MN,86 STANTON STREET,C4-4A,,C7,4.0,6.0,15,19,2429100.0,1920.0,5.2,4.0,4.0,1004170068,40.7216272,-73.988618
MN,101 STANTON STREET,C4-4A,,C7,4.0,6.0,15,19,2754000.0,1920.0,5.69,4.0,4.0,1004110018,40.7211523,-73.9879831
MN,192 ORCHARD STREET,C4-4A,,C7,4.0,5.0,8,10,2756250.0,1900.0,3.64,4.0,4.0,1004120011,40.7221322,-73.9879216
MN,205 EAST HOUSTON STREET,C6-2A,C4-4A,K1,5.0,1.0,0,1,1166850.0,1900.0,0.9,6.02,6.0,1004120021,40.7221816,-73.9875067
MN,137 ESSEX STREET,C4-4A,,S4,4.0,5.0,4,5,468000.0,1900.0,3.78,4.0,4.0,1004110065,40.7203316,-73.9876117
MN,114 RIVINGTON STREET,C4-4A,,O5,5.0,6.0,0,7,1812150.0,1920.0,6.75,4.0,4.0,1004110068,40.7200407,-73.9876261
MN,156 ORCHARD STREET,C4-4A,,D9,3.0,5.0,16,19,1771650.0,1900.0,3.8,4.0,4.0,1004110006,40.720845,-73.9885784
MN,158 ORCHARD STREET,C4-4A,,C7,4.0,5.0,38,40,2215800.0,1890.0,4.12,4.0,4.0,1004110007,40.7209108,-73.9885423
MN,160 ORCHARD STREET,C4-4A,,C7,4.0,5.0,18,20,1235700.0,1900.0,4.0,4.0,4.0,1004110008,40.7209767,-73.9885098
MN,113 STANTON STREET,C4-4A,,S4,4.0,5.0,4,5,1575000.0,1900.0,3.62,4.0,4.0,1004110052,40.7209464,-73.987424
MN,21 EAST 96 STREET,R10,,RM,4.0,13.0,9,11,5394600.0,2005.0,8.68,10.0,0.0,1016027502,40.7875365,-73.9541667
MN,1865 2 AVENUE,R10A,,RM,4.0,10.0,17,18,804600.0,1987.0,8.3,10.0,0.0,1016467501,40.7845253,-73.9472934
MN,450 WEST 126 STREET,M1-5/R7-2,,O6,5.0,11.0,0,3,35672850.0,2019.0,6.62,3.44,5.0,1019660095,40.8129008,-73.9549946
BK,87 4 AVENUE,C4-4D,,D6,4.0,18.0,247,249,392400.0,2025.0,8.92,6.02,3.4,3009340006,40.6814399,-73.9799177
BK,95 4 AVENUE,C4-4D,,D6,4.0,18.0,247,249,300600.0,2025.0,10.58,6.02,3.4,3009340002,40.6812561,-73.9800836
MN,52 BEEKMAN STREET,C6-4,,I1,8.0,8.0,0,0,40459950.0,1968.0,4.82,10.0,10.0,1001000001,40.7103577,-74.0050101
BK,2384 ATLANTIC AVENUE,C4-5D,,H9,5.0,,0,105,2605950.0,2023.0,3.12,4.66,4.2,3014370001,40.6757681,-73.9058012
BK,2402 ATLANTIC AVENUE,C4-5D,,N9,8.0,4.0,0,1,3224700.0,1920.0,3.0,4.66,4.2,3014370008,40.675743,-73.9053326
BK,ATLANTIC AVENUE,C4-5D,,G7,10.0,,0,0,127350.0,0.0,0.0,4.66,4.2,3014370014,40.6757291,-73.9050803
MN,150 DELANCEY STREET,C6-2A,,H3,5.0,8.0,0,5,7063200.0,2011.0,7.03,6.02,6.0,1003480036,40.7182674,-73.9861979
MN,138 DELANCEY STREET,C6-2A,,O7,5.0,1.0,0,1,1411650.0,1900.0,1.49,6.02,6.0,1003530079,40.7185117,-73.9868725
MN,384 GRAND STREET,R9-1,,C7,4.0,5.0,26,29,2451600.0,1920.0,3.05,9.0,0.0,1003460095,40.7164999,-73.9876376
