borough,address,zonedist1,zonedist2,bldgclass,landuse,numfloors,unitsres,unitstotal,assesstot,yearbuilt,builtfar,residfar,commfar,BBL,latitude,longitude
BX,5716 BROADWAY,M1-1,,K1,5.0,1.0,0,1,1626750.0,1951.0,0.35,0.0,1.0,2032690001,40.8819659,-73.9019362
BK,253 LORRAINE STREET,M1-1,,V1,11.0,,0,0,171450.0,0.0,0.0,0.0,1.0,3004840021,40.672458,-73.9995133
BK,222 BUSH STREET,M1-1,,G1,10.0,1.0,0,1,49050.0,0.0,1.0,0.0,1.0,3004840010,40.6729686,-73.9998306
BK,388 HAMILTON AVENUE,M1-1,,Z9,,,0,0,14324.0,0.0,0.0,0.0,1.0,3004840017,40.6726831,-73.9995133
BK,386 HAMILTON AVENUE,M1-1,,Z9,,,0,0,34394.0,0.0,0.06,0.0,1.0,3004840016,40.6727078,-73.9995818
BK,14 ASH STREET,M1-2,,E1,6.0,2.0,0,1,365400.0,1960.0,2.0,0.0,2.0,3024790011,40.7378377,-73.9548685
BK,1268 45 STREET,C4-3,,C0,2.0,3.0,3,3,120480.0,1970.0,1.73,2.43,3.4,3056160032,40.6373985,-73.9904663
BK,2618 WEST 13 STREET,M1-1,,B2,1.0,2.0,2,2,63180.0,1930.0,0.6,0.0,1.0,3072250013,40.5843901,-73.9822006
BK,2620 WEST 13 STREET,M1-1,,G1,10.0,1.0,0,1,217800.0,1988.0,0.85,0.0,1.0,3072250014,40.5843023,-73.9821826
BK,426 KEAP STREET,M1-2/R6A,,D1,3.0,5.0,29,29,5297850.0,2006.0,3.72,3.0,2.0,3023870002,40.7117232,-73.9525776
BK,105 EVERGREEN AVENUE,M1-1,,E7,6.0,3.0,0,1,14168700.0,1955.0,1.44,0.0,1.0,3031630001,40.699866,-73.9313044
MN,93 CANAL STREET,C6-1G,,K7,5.0,2.0,0,1,366750.0,1900.0,2.0,3.44,6.0,1003010011,40.7155946,-73.9936043
BK,309 STARR STREET,M1-1,,F4,6.0,1.0,0,1,343350.0,1967.0,0.71,0.0,1.0,3031900045,40.7076984,-73.9208905
QN,11-36 44 DRIVE,M1-4A/R8A,,C4,2.0,4.0,17,17,656550.0,1907.0,2.84,6.02,5.0,4000520035,40.7480923,-73.948755
BK,175 WATER STREET,M1-4/R8A,,A5,1.0,4.0,1,1,288900.0,2014.0,3.82,6.02,2.0,3000300003,40.7032399,-73.9871929
BK,47 PEARL STREET,M1-4/R8A,,E1,6.0,1.0,0,1,205200.0,1971.0,0.97,6.02,2.0,3000300006,40.7034952,-73.987319
BK,FRONT STREET,M1-2,,V1,11.0,,0,0,889650.0,0.0,0.0,0.0,2.0,3000430037,40.7024624,-73.9818733
BK,JAY STREET,M1-4/R8A,,G7,10.0,,0,0,155250.0,0.0,0.0,6.02,2.0,3000300020,40.7032015,-73.9868358
BK,181 WATER STREET,M1-4/R8A,,F5,6.0,1.0,0,0,36000.0,1973.0,0.9,6.02,2.0,3000300022,40.7032097,-73.9869693
BK,179 WATER STREET,M1-4/R8A,,E1,6.0,1.0,0,0,93600.0,1920.0,0.98,6.02,2.0,3000300023,40.7032344,-73.9870414
BK,169 WATER STREET,M1-4/R8A,,A5,1.0,4.0,1,1,300600.0,2014.0,3.82,6.02,2.0,3000300101,40.7032482,-73.9873984
BK,68 JAY STREET,M1-4/R8A,,O6,5.0,10.0,0,155,25886700.0,1914.0,7.77,6.02,2.0,3000400001,40.7027788,-73.9871497
BK,FRONT STREET,M1-5/R9-1,,G7,10.0,,0,0,2059200.0,0.0,0.0,9.0,5.0,3000520015,40.7019527,-73.9880443
BK,86 PEARL STREET,M1-5/R9-1,,G7,10.0,,0,0,5567850.0,0.0,0.0,9.0,5.0,3000520017,40.7021256,-73.9879036
BK,110 YORK STREET,M1-6,,O2,5.0,6.0,0,5,3129300.0,1900.0,7.12,0.0,10.0,3000640008,40.7013652,-73.9869444
BK,81 PROSPECT STREET,M1-6,,O6,5.0,9.0,0,3,9075150.0,1909.0,11.28,0.0,10.0,3000640025,40.700874,-73.9875215
BK,55 PROSPECT STREET,M1-6,,O6,5.0,10.0,0,48,24904800.0,1967.0,12.37,0.0,10.0,3000630001,40.7008905,-73.9881923
BK,20 JAY STREET,M1-4/R8A,,O6,5.0,11.0,0,240,34513650.0,1909.0,12.08,6.02,2.0,3000190001,40.7041018,-73.9870701
BK,104 YORK STREET,M1-6,,Z9,,,0,0,169650.0,0.0,0.0,0.0,10.0,3000640001,40.7011237,-73.9872257
BK,PEARL STREET,M1-5/R9-1,,Z9,,,0,0,1030950.0,0.0,0.0,9.0,5.0,3000530001,40.7018539,-73.9874961
BK,64 JOHN STREET,M1-4/R7A,,E9,6.0,2.0,0,1,2584350.0,1900.0,1.59,4.0,2.0,3000200014,40.7040879,-73.9855481
BK,18 BRIDGE STREET,M1-4/R7A,,O8,4.0,4.0,4,40,4094100.0,1910.0,4.29,4.0,2.0,3000200021,40.7041564,-73.9849566
BK,195 PLYMOUTH STREET,M1-4/R7A,,O5,5.0,6.0,0,3,5322150.0,1910.0,3.02,4.0,2.0,3000200029,40.7038984,-73.9851225
BK,73 JAY STREET,M1-4/R8A,,K4,4.0,1.0,0,2,180000.0,1899.0,1.57,6.02,2.0,3000410001,40.7025207,-73.9865041
BK,67 JAY STREET,M1-4/R8A,,K4,4.0,3.0,0,3,850050.0,1910.0,1.46,6.02,2.0,3000410002,40.7026607,-73.9864284
BK,65 JAY STREET,M1-4/R8A,,O5,5.0,4.0,0,2,1985400.0,1991.0,3.48,6.02,2.0,3000410005,40.7028309,-73.9863706
BK,220 WATER STREET,M1-4/R7A,,D7,4.0,7.0,135,136,26932050.0,1900.0,3.94,4.0,2.0,3000410017,40.7027182,-73.9851841
BK,53 BRIDGE STREET,M1-4/R7A,R6B,O6,5.0,8.0,0,40,9335700.0,1906.0,3.99,4.0,2.0,3000420001,40.7027016,-73.984369
BK,265 FRONT STREET,M1-2,,E2,6.0,2.0,0,1,133200.0,1987.0,0.3,0.0,2.0,3000430001,40.7024845,-73.9825838
BK,255 WATER STREET,M1-4/R7A,,O5,5.0,5.0,0,25,3041100.0,1900.0,3.4,4.0,2.0,3000320055,40.7031984,-73.9839866
BK,265 WATER STREET,M1-2,,F5,6.0,2.0,0,2,317250.0,1925.0,1.84,0.0,2.0,3000320140,40.7031818,-73.9833987
BK,JAY STREET,M3-1,,U2,7.0,,0,0,0.0,0.0,0.0,0.0,2.0,3000030001,40.7050649,-73.9844262
BK,35 JAY STREET,M1-6/R8X,,O6,5.0,11.0,0,13,46294650.0,2023.0,10.38,6.02,10.0,3000200001,40.7039754,-73.9861973
BK,25 JAY STREET,M1-6/R8X,,D7,4.0,5.0,26,28,7594200.0,1892.0,5.0,6.02,10.0,3000200006,40.7042279,-73.9862441
BX,1145 BRONX RIVER AVENUE,M1-1,,E1,6.0,1.0,0,2,351000.0,1930.0,1.0,0.0,1.0,2037340025,40.8267641,-73.8838786
BK,9 OLD FULTON STREET,M2-1,,S3,4.0,4.0,3,4,954000.0,2015.0,3.82,0.0,2.0,3000350010,40.7029468,-73.9937714
BK,55 WATER STREET,M3-1,,O5,5.0,5.0,0,15,82985400.0,1900.0,4.85,0.0,2.0,3000260050,40.7036246,-73.9916975
BK,45 WATER STREET,M3-1,,J2,5.0,1.0,0,1,3894300.0,1900.0,0.83,0.0,2.0,3000260080,40.7036741,-73.9928949
BK,25 WASHINGTON STREET,C6-2A,,D7,4.0,8.0,106,107,13862250.0,1902.0,7.08,6.02,6.0,3000280005,40.7036546,-73.9891945
BX,439 DEVOE AVENUE,M1-1,,V1,11.0,,0,0,301500.0,0.0,0.0,0.0,1.0,2040030010,40.841677,-73.8767725
BK,2 ST NICHOLAS AVENUE,M1-1,,O2,5.0,2.0,0,50,757350.0,1931.0,2.0,0.0,1.0,3031770020,40.7077929,-73.9225604
BX,746 EAST 133 STREET,M1-2,,E2,6.0,1.0,0,2,335250.0,1931.0,1.0,0.0,2.0,2025610039,40.8010674,-73.9144695
BX,751 EAST 132 STREET,M1-2,,E9,6.0,1.0,0,1,270450.0,1958.0,0.69,0.0,2.0,2025610058,40.8009523,-73.9147225
BX,759 EAST 133 STREET,M1-2/R6A,M1-4/R7D,B2,1.0,2.0,2,2,42600.0,1920.0,0.97,3.0,2.0,2025620061,40.8013717,-73.9139888
BK,1357 BROADWAY,C4-3,,S4,4.0,3.0,4,5,469350.0,1931.0,2.06,2.43,3.4,3033300050,40.6898995,-73.9223071
BK,1083 GATES AVENUE,C4-3,,K1,5.0,1.0,0,1,107100.0,1931.0,0.43,2.43,3.4,3033300043,40.6899707,-73.9219284
BK,1367 BROADWAY,C4-3,,K1,5.0,1.0,0,3,512100.0,1931.0,1.0,2.43,3.4,3033300046,40.6897813,-73.9220296
BK,1363 BROADWAY,C4-3,,K1,5.0,1.0,0,1,120600.0,1931.0,0.55,2.43,3.4,3033300048,40.6898418,-73.9221413
BK,13 PALMETTO STREET,C4-3,,C2,2.0,5.0,6,6,624150.0,1905.0,2.28,2.43,3.4,3033390044,40.6895694,-73.9211681
BK,1369 BROADWAY,C4-3,,Z3,8.0,1.0,0,1,1121400.0,1996.0,0.61,2.43,3.4,3033390045,40.6895202,-73.921471
BK,6 ST NICHOLAS AVENUE,M1-1,,C3,2.0,2.0,4,4,296550.0,1931.0,1.44,0.0,1.0,3031770022,40.7077297,-73.9224559
BK,1327 BROADWAY,C4-3,,K4,4.0,2.0,0,1,556650.0,1931.0,2.0,2.43,3.4,3033210052,40.6903749,-73.9230097
BX,627 MORRIS PARK AVENUE,M1-1,,S2,4.0,2.0,2,3,46500.0,1899.0,0.63,0.0,1.0,2040110028,40.8447947,-73.8690357
BX,1817 UNIONPORT ROAD,M1-1,,F5,6.0,1.0,0,1,184950.0,1950.0,0.68,0.0,1.0,2040110016,40.845025,-73.8687787
BX,1111 LEBANON STREET,M1-1,,C0,2.0,2.75,3,3,44760.0,1899.0,1.17,0.0,1.0,2040060008,40.8414263,-73.8759164
BX,425 DEVOE AVENUE,M1-1,,E9,6.0,3.0,0,1,3475350.0,1900.0,2.24,0.0,1.0,2040030016,40.8412464,-73.8770444
BX,1115 LEBANON STREET,M1-1,,V1,11.0,,0,0,38250.0,0.0,0.0,0.0,1.0,2040060006,40.8413685,-73.8757539
BX,1110 EAST 180 STREET,M1-1,,B2,1.0,2.5,2,2,44640.0,1899.0,1.01,0.0,1.0,2040060019,40.8416842,-73.8757533
BX,1112 EAST 180 STREET,M1-1,,B2,1.0,2.0,2,2,39360.0,1899.0,0.84,0.0,1.0,2040060020,40.8416539,-73.8756738
BX,1954 BIRCHALL AVENUE,M1-1,,G1,10.0,1.0,0,3,95850.0,1927.0,0.32,0.0,1.0,2040110120,40.8481373,-73.8685918
BX,1976 BIRCHALL AVENUE,M1-1,,K4,4.0,3.0,2,5,302850.0,1930.0,0.57,0.0,1.0,2040110130,40.8485239,-73.8682693
BX,1978 BIRCHALL AVENUE,M1-1,,G7,10.0,,0,0,58050.0,0.0,0.0,0.0,1.0,2040110131,40.8487132,-73.8681858
BX,1901 AMETHYST STREET,M1-1,,E1,6.0,1.0,0,1,167850.0,1996.0,1.0,0.0,1.0,2040110153,40.8472534,-73.8684815
BX,1956 BIRCHALL AVENUE,M1-1,,V1,11.0,,0,0,76500.0,0.0,0.0,0.0,1.0,2040110125,40.8483374,-73.8684107
BX,1833 UNIONPORT ROAD,M1-1,,G0,10.0,,0,0,1849.0,0.0,0.0,0.0,1.0,2040110010,40.8454863,-73.8689295
BX,661 RHINELANDER AVENUE,M1-1,,B2,1.0,2.0,2,2,39000.0,1901.0,0.76,0.0,1.0,2040110155,40.8472563,-73.8686261
BX,629 MORRIS PARK AVENUE,M1-1,,B2,1.0,2.0,2,2,43740.0,1901.0,0.62,0.0,1.0,2040110027,40.8448523,-73.8689814
BX,611 MORRIS PARK AVENUE,M1-1,,S9,4.0,2.0,4,8,677250.0,1927.0,1.1,0.0,1.0,2040110038,40.8444027,-73.8693979
BX,603 MORRIS PARK AVENUE,M1-1,,K1,5.0,1.0,0,1,140400.0,1924.0,0.99,0.0,1.0,2040110041,40.8442409,-73.8695464
BX,641 MORRIS PARK AVENUE,M1-1,,S4,4.0,2.0,4,5,595800.0,1924.0,1.69,0.0,1.0,2040110020,40.8449642,-73.8684499
BX,1100 LEBANON STREET,M1-1,,G2,7.0,1.0,0,1,121050.0,1924.0,0.46,0.0,1.0,2040050015,40.841136,-73.8764555
BX,1125 LEBANON STREET,M1-1,,W1,8.0,2.0,0,1,6667650.0,1915.0,1.6,0.0,1.0,2040060003,40.8413708,-73.8752768
BX,1100 EAST 180 STREET,M1-1,,B2,1.0,2.5,2,2,40140.0,1899.0,1.24,0.0,1.0,2040060015,40.8418355,-73.8760638
BX,1104 EAST 180 STREET,M1-1,,G7,10.0,1.0,0,1,51750.0,1995.0,0.06,0.0,1.0,2040060017,40.841742,-73.8759158
BX,1114 EAST 180 STREET,M1-1,,C0,2.0,2.5,3,3,43080.0,1899.0,1.1,0.0,1.0,2040060021,40.8416236,-73.8755944
BX,619 MORRIS PARK AVENUE,M1-1,,C0,2.0,2.0,3,3,58380.0,1901.0,1.11,0.0,1.0,2040110035,40.8446302,-73.8691842
BX,633 MORRIS PARK AVENUE,M1-1,,E1,6.0,1.0,0,1,203400.0,1930.0,0.93,0.0,1.0,2040110025,40.8448109,-73.8687429
BX,659 RHINELANDER AVENUE,M1-1,,G7,10.0,,0,0,164250.0,0.0,0.0,0.0,1.0,2040110101,40.8471577,-73.8687997
BX,1831 UNIONPORT ROAD,M1-1,,B2,1.0,2.0,2,2,40740.0,1901.0,0.79,0.0,1.0,2040110011,40.8453957,-73.8689406
BX,1110 EAST 179 STREET,M1-1,,B2,1.0,2.5,2,2,36780.0,2010.0,1.15,0.0,1.0,2040040028,40.8404142,-73.8765616
BX,1129 EAST 179 STREET,M1-1,,E9,6.0,1.0,0,1,251550.0,2016.0,1.0,0.0,1.0,2040050001,40.840674,-73.8756757
BX,1125 EAST 179 STREET,M1-1,,K1,5.0,1.0,0,1,69300.0,1926.0,0.48,0.0,1.0,2040050003,40.8406496,-73.875907
BX,427 BRONX PARK AVENUE,M1-1,,B2,1.0,2.5,2,2,36540.0,1899.0,0.78,0.0,1.0,2040050031,40.8406546,-73.875448
BX,1139 EAST TREMONT AVENUE,M1-1,,C5,2.0,3.0,16,17,252000.0,1899.0,3.62,0.0,1.0,2040040001,40.8401113,-73.8756514
BX,1137 EAST TREMONT AVENUE,M1-1,,S2,4.0,3.0,2,3,54660.0,1899.0,2.47,0.0,1.0,2040040002,40.8401307,-73.8757417
BX,1135 EAST TREMONT AVENUE,M1-1,,S2,4.0,2.0,2,3,43980.0,1910.0,0.93,0.0,1.0,2040040004,40.84015,-73.8758393
BX,1131 EAST TREMONT AVENUE,M1-1,,A9,1.0,2.0,1,1,31740.0,1910.0,2.28,0.0,1.0,2040040005,40.8401117,-73.875955
BX,1129A EAST TREMONT AVENUE,M1-1,,B2,1.0,2.0,2,2,40920.0,1910.0,1.61,0.0,1.0,2040040006,40.84012,-73.8760056
BX,1129 EAST TREMONT AVENUE,M1-1,,B2,1.0,2.0,2,2,36960.0,1910.0,1.7,0.0,1.0,2040040007,40.840131,-73.8760598
BX,1125 EAST TREMONT AVENUE,M1-1,,S9,4.0,3.0,4,6,406800.0,1800.0,1.19,0.0,1.0,2040040008,40.8401997,-73.8760994
BX,1128 EAST 179 STREET,M1-1,,A9,1.0,2.0,1,1,42360.0,1910.0,1.45,0.0,1.0,2040040036,40.8402572,-73.8759656
BX,1130 EAST 179 STREET,M1-1,,A9,1.0,2.0,1,1,41220.0,1910.0,1.41,0.0,1.0,2040040037,40.8402324,-73.8758933
BX,1123 EAST 179 STREET,M1-1,,K1,5.0,1.0,0,1,31950.0,1926.0,0.74,0.0,1.0,2040050041,40.8405426,-73.875994
BX,1159 EAST TREMONT AVENUE,M1-1,,V1,11.0,,0,0,15750.0,0.0,0.0,0.0,1.0,2040070020,40.8400558,-73.8750552
BX,1157 EAST TREMONT AVENUE,M1-1,,V1,11.0,,0,0,16200.0,0.0,0.0,0.0,1.0,2040070021,40.8400724,-73.8751491
BX,1155 EAST TREMONT AVENUE,M1-1,,S2,4.0,3.0,2,3,66780.0,1899.0,3.29,0.0,1.0,2040070022,40.8400889,-73.8752359
BX,1151 EAST TREMONT AVENUE,M1-1,,S9,4.0,3.0,2,4,352800.0,1899.0,2.84,0.0,1.0,2040070023,40.8401083,-73.8753262
BX,418 BRONX PARK AVENUE,M1-1,,B2,1.0,2.0,2,2,39360.0,1910.0,0.87,0.0,1.0,2040070024,40.8402288,-73.8750874
BX,416 BRONX PARK AVENUE,M1-1,,V1,11.0,,0,0,38250.0,0.0,0.0,0.0,1.0,2040070058,40.8401712,-73.8751237
BX,1123 EAST TREMONT AVENUE,M1-1,,C0,2.0,3.0,3,3,58200.0,1899.0,2.37,0.0,1.0,2040040009,40.8401394,-73.8762332
BX,1121 EAST TREMONT AVENUE,M1-1,,K4,4.0,2.0,0,2,1015200.0,1988.0,0.85,0.0,1.0,2040040011,40.840233,-73.8764499
BX,1101 EAST TREMONT AVENUE,M1-1,,K5,5.0,1.0,0,1,538200.0,1994.0,0.2,0.0,1.0,2040040017,40.8403459,-73.8768581
BX,421 BRONX PARK AVENUE,M1-1,,C0,2.0,3.0,3,3,53280.0,1899.0,1.56,0.0,1.0,2040050033,40.8405339,-73.8755278
BX,419 BRONX PARK AVENUE,M1-1,,B9,1.0,2.5,2,2,42300.0,1899.0,1.05,0.0,1.0,2040050034,40.8404736,-73.875564
BX,417 BRONX PARK AVENUE,M1-1,,C0,2.0,2.5,3,3,42780.0,1899.0,1.03,0.0,1.0,2040050035,40.8404105,-73.8756075
BX,1829 UNIONPORT ROAD,M1-1,,B2,1.0,2.0,2,2,39180.0,1901.0,0.64,0.0,1.0,2040110012,40.8452969,-73.8689661
BX,621 MORRIS PARK AVENUE,M1-1,,G9,7.0,1.0,0,1,64800.0,1930.0,0.07,0.0,1.0,2040110029,40.8447152,-73.8691118
BX,617 MORRIS PARK AVENUE,M1-1,,B2,1.0,2.0,2,2,47100.0,1899.0,0.41,0.0,1.0,2040110036,40.844548,-73.8692675
BX,1107 LEBANON STREET,M1-1,,B1,1.0,2.0,2,2,37800.0,1899.0,0.9,0.0,1.0,2040060010,40.8414869,-73.8760789
BK,1317 BROADWAY,C4-3,R6,K4,4.0,2.0,0,1,1062000.0,1920.0,1.16,2.43,3.4,3033210001,40.6905589,-73.9231826
BK,1349 BROADWAY,C4-3,,O5,5.0,4.0,0,4,886950.0,2007.0,5.0,2.43,3.4,3033300053,40.690026,-73.922527
BK,1351 BROADWAY,C4-3,,K1,5.0,1.0,0,1,1458450.0,2004.0,2.0,2.43,3.4,3033300051,40.6900313,-73.9223503
BK,14 LINDEN STREET,C4-3,,C5,2.0,2.0,8,8,470700.0,1931.0,1.25,2.43,3.4,3033300003,40.690163,-73.9222167
MN,127 EAST 107 STREET,R9,,D3,3.0,8.0,108,110,11065050.0,1985.0,4.51,7.52,0.0,1016350017,40.7933463,-73.946091
BX,450 DEVOE AVENUE,M1-1,,B2,1.0,2.5,2,2,31920.0,1899.0,1.57,0.0,1.0,2040060014,40.84169,-73.8761039
BX,1102 EAST 180 STREET,M1-1,,B2,1.0,2.5,2,2,35460.0,1899.0,1.3,0.0,1.0,2040060016,40.8418024,-73.8759772
BX,1112 EAST 179 STREET,M1-1,,E1,6.0,1.0,0,1,144900.0,2020.0,1.0,0.0,1.0,2040040030,40.840384,-73.8764785
BX,1127 EAST 179 STREET,M1-1,,B2,1.0,2.5,2,2,37380.0,1899.0,0.9,0.0,1.0,2040050002,40.8406028,-73.8758348
BX,1121 EAST 179 STREET,M1-1,,B2,1.0,2.75,2,2,44160.0,1899.0,1.06,0.0,1.0,2040050004,40.8406634,-73.8760046
BX,1119 EAST 179 STREET,M1-1,,V9,11.0,,0,0,38250.0,0.0,0.0,0.0,1.0,2040050005,40.8406937,-73.8760876
BX,427 LEBANON STREET,M1-1,,V1,11.0,,0,0,158400.0,0.0,0.0,0.0,1.0,2040050027,40.8408057,-73.8755995
BX,433 BRONX PARK AVENUE,M1-1,,B2,1.0,2.75,2,2,45540.0,1899.0,1.17,0.0,1.0,2040050028,40.8408301,-73.8752959
BX,429 BRONX PARK AVENUE,M1-1,,B2,1.0,2.0,2,2,46140.0,1910.0,0.79,0.0,1.0,2040050030,40.8407204,-73.8754081
BX,1122 EAST 179 STREET,M1-1,,B2,1.0,2.0,2,2,44040.0,1901.0,1.24,0.0,1.0,2040040034,40.840293,-73.8761354
BX,BRONX RIVER AVENUE,M1-1,,V1,11.0,,0,0,127800.0,0.0,0.0,0.0,1.0,2040030060,40.8405967,-73.8777539
BX,415 DEVOE AVENUE,M1-1,,E1,6.0,1.0,0,1,314100.0,1983.0,0.31,0.0,1.0,2040030032,40.8405607,-73.8774468
BX,1095 EAST TREMONT AVENUE,M1-1,,GW,5.0,1.0,0,1,404550.0,1980.0,0.7,0.0,1.0,2040030040,40.8402672,-73.8776606
BX,1090 LEGGETT AVENUE,M1-2,,E9,6.0,1.0,0,1,1006650.0,1931.0,0.22,0.0,2.0,2026060004,40.8114243,-73.8958411
BK,10 ST NICHOLAS AVENUE,M1-1,,C3,2.0,2.0,4,4,296550.0,1931.0,1.44,0.0,1.0,3031770023,40.7076884,-73.9223838
BK,427 TROUTMAN STREET,M1-1,,K2,5.0,1.0,0,3,2420100.0,1931.0,2.15,0.0,1.0,3031770025,40.7075348,-73.9224633
BK,423 TROUTMAN STREET,M1-1,,K1,5.0,1.0,0,2,182250.0,1931.0,0.62,0.0,1.0,3031770030,40.7073701,-73.9224166
BK,428 TROUTMAN STREET,M1-1,,K4,4.0,3.0,1,2,489600.0,1931.0,1.2,0.0,1.0,3031890016,40.70712,-73.9219444
BK,546 LIBERTY AVENUE,M1-4/R6A,,S9,4.0,2.0,2,4,250200.0,1935.0,0.98,3.0,2.0,3039790013,40.6751938,-73.8896692
BK,558 LIBERTY AVENUE,M1-4/R6A,,Z9,,,0,0,56700.0,0.0,0.0,3.0,2.0,3039790019,40.6752566,-73.8892509
BK,552 LIBERTY AVENUE,M1-4/R6A,,B1,1.0,2.0,2,2,44100.0,1910.0,0.84,3.0,2.0,3039790017,40.675232,-73.8894131
BK,554 LIBERTY AVENUE,M1-4/R6A,,B3,1.0,2.0,2,2,37560.0,1935.0,0.8,3.0,2.0,3039790018,40.6752429,-73.8893338
BK,452 LIBERTY AVENUE,M1-4,,B2,1.0,2.0,2,2,54000.0,1901.0,0.72,0.0,2.0,3037070016,40.6747084,-73.892947
BK,460 LIBERTY AVENUE,M1-4/R6A,,M1,8.0,2.0,0,1,304200.0,1930.0,1.7,3.0,2.0,3037080011,40.6747792,-73.8924386
BK,486 LIBERTY AVENUE,M1-4/R6A,,HH,5.0,3.0,0,1,2440350.0,1920.0,2.79,3.0,2.0,3037080015,40.6748338,-73.8920671
BK,494 LIBERTY AVENUE,M1-4/R6A,,Z9,,,0,0,29525.0,0.0,0.0,3.0,2.0,3039770015,40.6749568,-73.8914793
BK,496 LIBERTY AVENUE,M1-4/R6A,,C0,2.0,2.0,3,3,58140.0,1901.0,1.02,3.0,2.0,3039770016,40.6749649,-73.8914072
BK,498 LIBERTY AVENUE,M1-4/R6A,,G9,7.0,1.0,0,1,122850.0,1997.0,0.82,3.0,2.0,3039770017,40.6749456,-73.8913279
BK,530 LIBERTY AVENUE,M1-4/R6A,,G9,7.0,1.0,0,1,54900.0,1935.0,1.0,3.0,2.0,3039780021,40.6751916,-73.890246
BK,280 HENDRIX STREET,M1-4/R6A,,V1,11.0,,0,0,33300.0,0.0,0.0,3.0,2.0,3039780023,40.675112,-73.8901704
BK,536 LIBERTY AVENUE,M1-4/R6A,,S5,4.0,3.0,5,6,252000.0,1935.0,1.84,3.0,2.0,3039790011,40.6751611,-73.8898783
BK,492 LIBERTY AVENUE,M1-4/R6A,,F5,6.0,2.0,0,1,54450.0,1960.0,0.82,3.0,2.0,3039770014,40.6749458,-73.8915478
BK,FULTON STREET,C4-4L,,G7,10.0,,0,0,481500.0,0.0,0.0,4.0,4.0,3036590001,40.6772847,-73.8979397
BK,207 VAN SICLEN AVENUE,M1-4/R6A,,Z9,,,0,0,83250.0,0.0,0.0,3.0,2.0,3039780014,40.6749861,-73.8906104
BK,286 HENDRIX STREET,M1-4/R6A,,G0,10.0,1.0,1,1,3076.0,1919.0,0.0,3.0,2.0,3039780025,40.6750104,-73.8901526
BK,540 LIBERTY AVENUE,M1-4/R6A,,Z9,,,0,0,44865.0,0.0,0.0,3.0,2.0,3039790012,40.6751747,-73.8897918
BK,548 LIBERTY AVENUE,M1-4/R6A,,B3,1.0,2.0,2,2,44040.0,1910.0,0.86,3.0,2.0,3039790015,40.6752102,-73.8895538
BK,490 LIBERTY AVENUE,M1-4/R6A,,A5,1.0,2.0,1,1,42720.0,1910.0,0.69,3.0,2.0,3039770013,40.6749349,-73.89162
BK,488 LIBERTY AVENUE,M1-4/R6A,,C0,2.0,2.0,3,3,47220.0,1899.0,1.39,3.0,2.0,3039770012,40.674924,-73.8916921
BK,502 LIBERTY AVENUE,M1-4/R6A,,V1,11.0,,0,0,71550.0,0.0,0.0,3.0,2.0,3039770019,40.6749675,-73.8911873
BK,30 ST NICHOLAS AVENUE,M1-1,,C3,2.0,2.0,4,4,376200.0,1931.0,1.16,0.0,1.0,3031890023,40.707246,-73.9216413
BK,524 LIBERTY AVENUE,M1-4/R6A,,C3,2.0,3.0,4,4,298800.0,1925.0,1.78,3.0,2.0,3039780019,40.6750847,-73.8904012
BK,532 LIBERTY AVENUE,M1-4/R6A,,G9,7.0,1.0,0,1,35550.0,1994.0,0.17,3.0,2.0,3039780022,40.6751916,-73.8901631
BK,550 LIBERTY AVENUE,M1-4/R6A,,S1,4.0,2.0,1,2,33240.0,1935.0,0.8,3.0,2.0,3039790016,40.6752211,-73.8894853
BK,19 WYCKOFF AVENUE,M1-1,,K1,5.0,1.0,0,1,207900.0,1931.0,1.0,0.0,1.0,3031770001,40.7068241,-73.9228032
BK,500 LIBERTY AVENUE,M1-4/R6A,,G9,7.0,2.0,1,2,114750.0,1930.0,1.39,3.0,2.0,3039770018,40.6749565,-73.8912558
BK,46 WYCKOFF AVENUE,M1-1,,S9,4.0,3.0,4,6,416700.0,1931.0,2.53,0.0,1.0,3031990037,40.7056487,-73.9218488
BK,48 WYCKOFF AVENUE,M1-1,,S4,4.0,3.0,4,5,328500.0,1931.0,1.92,0.0,1.0,3031990038,40.7056075,-73.9217767
BK,49 WYCKOFF AVENUE,M1-1,,O5,5.0,4.0,0,14,2718450.0,1931.0,2.08,0.0,1.0,3032000001,40.706063,-73.9215994
BK,276 STARR STREET,M1-1,,K1,5.0,1.0,0,1,1802700.0,1931.0,1.0,0.0,1.0,3032000011,40.706428,-73.9214655
BK,504 LIBERTY AVENUE,M1-4/R6A,,V1,11.0,,0,0,71550.0,0.0,0.0,3.0,2.0,3039770020,40.6749756,-73.8911188
BK,510 LIBERTY AVENUE,M1-4/R6A,,V1,11.0,,0,0,65700.0,0.0,0.0,3.0,2.0,3039770021,40.6749865,-73.8910431
BK,255 MILLER AVENUE,M1-4/R6A,,A5,1.0,2.0,1,1,41040.0,1910.0,0.6,3.0,2.0,3039770010,40.6748141,-73.8915156
BK,276 STARR STREET,M1-1,,K4,4.0,2.0,0,1,630900.0,1931.0,1.69,0.0,1.0,3032000019,40.7066885,-73.9211983
BK,59 IRVING AVENUE,M1-1,,C2,2.0,3.0,6,6,443700.0,1931.0,2.25,0.0,1.0,3031880006,40.7048185,-73.9240787
